Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung,Ausreißer
55,52440.0,0.0,41.0,K1043,73482.49,Hessen,False
66,79684.0,0.0,44.0,K1027,111685.27,Bayern,False
41,49106.0,1.0,35.0,K0504,60659.78,Baden-Württemberg,False
31,32891.0,0.0,34.0,K1090,59486.79,Bayern,False
65,79806.0,0.0,69.0,K0988,124673.13,Berlin,False
67,93933.0,0.0,61.0,K0580,124053.4,Baden-Württemberg,False
37,45011.0,1.0,38.0,K0161,63758.96,Berlin,False
57,68984.0,0.0,41.0,K0681,81325.05,Berlin,False
64,70698.0,1.0,45.0,K1041,118855.24,Brandenburg,False
38,49724.0,0.0,33.0,K0163,69448.24,Nordrhein-Westfalen,False
47,51053.0,1.0,49.0,K0706,89354.82,Nordrhein-Westfalen,False
37,66600.0,1.0,49.0,K1015,86748.87,Niedersachsen,False
62,64538.0,1.0,49.0,K0153,113786.43,Baden-Württemberg,False
48,48903.0,0.0,38.0,K0817,59895.32,Baden-Württemberg,False
49,65479.0,1.0,45.0,K0866,92555.99,Sachsen,False
38,61052.0,1.0,39.0,K0903,93849.29,Niedersachsen,False
64,79138.0,0.0,59.0,K0112,114319.8,Nordrhein-Westfalen,False
54,70130.0,1.0,46.0,K0227,127478.45,Hessen,False
66,74400.0,1.0,51.0,K0824,114577.68,Bayern,False
53,59879.0,1.0,39.0,K0104,92542.02,Niedersachsen,False
34,39127.0,0.0,27.0,K0422,71127.46,Thüringen,False
52,77055.0,1.0,60.0,K0420,121764.28,Baden-Württemberg,False
64,91409.0,1.0,76.0,K0897,140161.07,Sachsen,False
66,86787.0,0.0,54.0,K0587,127064.84,Hessen,False
68,80968.0,1.0,47.0,K0931,135002.85,Sachsen,False
38,45470.0,1.0,40.0,K0673,72615.51,Sachsen,False
68,80444.0,1.0,44.0,K0120,131551.59,Thüringen,False
31,33214.0,1.0,31.0,K0054,58416.51,Sachsen,False
68,73781.0,0.0,55.0,K0152,120941.76,Baden-Württemberg,False
58,54668.0,1.0,42.0,K0404,99426.78,Baden-Württemberg,False
48,45545.0,0.0,30.0,K1103,75700.83,Berlin,False
32,35961.0,0.0,28.0,K0208,42830.37,Niedersachsen,False
34,43862.0,1.0,32.0,K0659,91438.09,Sachsen,False
69,84021.0,1.0,56.0,K1005,133358.19,Baden-Württemberg,False
58,48755.0,1.0,43.0,K0911,95736.22,Bayern,False
40,50085.0,0.0,42.0,K0009,68956.52,Bayern,False
58,67540.0,1.0,47.0,K0960,106543.4,Bayern,False
47,63067.0,1.0,41.0,K0037,102867.75,Bayern,False
42,47953.0,1.0,45.0,K0453,65155.0,Bayern,False
70,86609.0,1.0,60.0,K0652,142906.55,Bayern,False
67,53207.0,1.0,41.0,K0254,90531.33,Nordrhein-Westfalen,False
64,82125.0,0.0,66.0,K0304,99958.46,Berlin,False
40,40278.0,1.0,37.0,K0893,45917.71,Bayern,False
70,80568.0,0.0,43.0,K0572,120515.75,Nordrhein-Westfalen,False
62,70035.0,1.0,52.0,K0624,98348.59,Niedersachsen,False
33,41209.0,1.0,30.0,K0849,56426.61,Baden-Württemberg,False
63,80414.0,1.0,49.0,K1104,101554.64,Sachsen,False
35,41525.0,1.0,30.0,K0851,75726.31,Bayern,False
47,67211.0,1.0,45.0,K0263,84216.96,Thüringen,False
37,48132.0,1.0,32.0,K0611,63544.0,Bayern,False
64,72069.0,1.0,47.0,K0298,116154.84,Berlin,False
68,107689.0,1.0,60.0,K0415,165482.31,Niedersachsen,False
54,56914.0,0.0,36.0,K0151,83783.08,Berlin,False
62,73197.0,0.0,41.0,K0939,115604.15,Hessen,False
57,40366.0,1.0,23.0,K0779,58229.04,Berlin,False
47,55970.0,1.0,40.0,K0641,76520.05,Sachsen,False
70,73211.0,0.0,64.0,K1040,121272.09,Sachsen,False
51,51743.0,1.0,42.0,K0551,91562.01,Baden-Württemberg,False
62,75303.0,1.0,48.0,K0942,116978.57,Nordrhein-Westfalen,False
66,64077.0,1.0,48.0,K0489,109821.52,Nordrhein-Westfalen,False
35,35300.0,1.0,33.0,K0820,58384.57,Baden-Württemberg,False
67,71177.0,1.0,57.0,K0711,112500.75,Baden-Württemberg,False
59,79235.0,0.0,68.0,K0148,130383.85,Thüringen,False
49,52215.0,1.0,37.0,K0147,87326.82,Niedersachsen,False
48,54204.0,0.0,54.0,K0863,86153.64,Nordrhein-Westfalen,False
45,40446.0,0.0,41.0,K0346,76851.18,Brandenburg,False
69,79491.0,1.0,74.0,K0885,127058.7,Nordrhein-Westfalen,False
38,46165.0,1.0,35.0,K1036,60325.44,Berlin,False
60,56507.0,0.0,41.0,K0660,84172.64,Berlin,False
65,69167.0,1.0,42.0,K0771,110950.37,Niedersachsen,False
52,81387.0,1.0,55.0,K0349,91299.91,Hessen,False
39,47664.0,1.0,36.0,K0464,71040.72,Berlin,False
31,43389.0,0.0,47.0,K0326,52734.87,Sachsen,False
31,39617.0,1.0,35.0,K0187,60089.79,Berlin,False
44,52258.0,0.0,47.0,K0124,72060.58,Bayern,False
57,76694.0,0.0,58.0,K1016,120681.69,Bayern,False
53,66225.0,1.0,49.0,K0609,78191.01,Hessen,False
35,56593.0,1.0,51.0,K0144,74955.3,Brandenburg,False
57,60125.0,1.0,41.0,K0752,89090.25,Bayern,False
58,56452.0,0.0,37.0,K1082,86683.9,Baden-Württemberg,False
63,76247.0,1.0,40.0,K0198,103879.52,Niedersachsen,False
57,81624.0,1.0,63.0,K0610,123507.46,Berlin,False
32,55589.0,0.0,44.0,K0837,60798.72,Berlin,False
41,28790.0,0.0,44.0,K0280,55293.51,Niedersachsen,False
62,68397.0,0.0,49.0,K0294,92611.11,Hessen,False
65,52291.0,0.0,40.0,K0989,83234.33,Sachsen,False
45,46062.0,1.0,25.0,K0401,61105.39,Nordrhein-Westfalen,False
44,57848.0,1.0,43.0,K0123,81081.18,Bayern,False
62,73353.0,0.0,51.0,K0184,104733.83,Berlin,False
62,75407.0,1.0,55.0,K0203,115505.36,Brandenburg,False
49,63205.0,0.0,35.0,K0439,92627.74,Berlin,False
38,46525.0,1.0,34.0,K0836,80802.74,Bayern,False
49,73660.0,1.0,51.0,K0247,107200.27,Bayern,False
65,72055.0,1.0,51.0,K0416,105462.29,Brandenburg,False
54,55557.0,1.0,38.0,K0927,72637.98,Bayern,False
70,77481.0,1.0,60.0,K0914,114318.99,Baden-Württemberg,False
63,69742.0,1.0,43.0,K1050,94365.56,Berlin,False
64,65754.0,1.0,53.0,K0918,95513.44,Hamburg,False
33,47124.0,1.0,35.0,K0053,79603.78,Bayern,False
33,37491.0,0.0,32.0,K0130,53138.58,Niedersachsen,False
34,27982.0,0.0,28.0,K0638,31074.53,Bayern,False
51,58438.0,1.0,52.0,K0403,90811.71,Baden-Württemberg,False
67,69567.0,1.0,53.0,K0935,128522.22,Brandenburg,False
34,23826.0,0.0,34.0,K0921,48808.86,Niedersachsen,False
45,62178.0,1.0,46.0,K0736,85463.8,Baden-Württemberg,False
44,68447.0,0.0,47.0,K0855,96292.93,Sachsen,False
53,59694.0,1.0,40.0,K1053,91743.18,Sachsen,False
69,74254.0,1.0,63.0,K0220,102553.46,Bayern,False
61,74239.0,1.0,65.0,K0642,106676.91,Thüringen,False
58,65271.0,1.0,44.0,K0002,106258.99,Nordrhein-Westfalen,False
60,73978.0,0.0,44.0,K0899,109383.25,Baden-Württemberg,False
59,80507.0,1.0,52.0,K1076,122494.92,Baden-Württemberg,False
36,27831.0,0.0,37.0,K0081,38628.85,Bayern,False
49,58030.0,1.0,38.0,K0625,102268.68,Nordrhein-Westfalen,False
67,88160.0,0.0,67.0,K0997,116308.36,Hessen,False
69,80988.0,0.0,57.0,K0909,130219.27,Baden-Württemberg,False
30,40170.0,1.0,44.0,K0387,63566.56,Hessen,False
59,63905.0,1.0,38.0,K1092,94428.01,Bayern,False
33,41016.0,0.0,36.0,K0807,61945.93,Bayern,False
57,57867.0,0.0,35.0,K0510,78941.48,Bayern,False
65,73022.0,0.0,64.0,K0268,100337.77,Niedersachsen,False
67,78366.0,1.0,55.0,K0973,109630.95,Nordrhein-Westfalen,False
64,67455.0,1.0,38.0,K0442,116446.72,Nordrhein-Westfalen,False
46,46352.0,1.0,22.0,K0497,76759.63,Bayern,False
33,34894.0,1.0,29.0,K0830,60765.14,Baden-Württemberg,False
66,70138.0,1.0,59.0,K0113,102407.29,Berlin,False
59,61988.0,0.0,34.0,K0692,83817.23,Baden-Württemberg,False
45,62886.0,1.0,50.0,K0233,91266.15,Nordrhein-Westfalen,False
65,82579.0,0.0,52.0,K0472,119442.59,Nordrhein-Westfalen,False
41,38158.0,0.0,37.0,K0608,49170.73,Nordrhein-Westfalen,False
43,41643.0,0.0,25.0,K0672,68969.85,Berlin,False
42,63339.0,1.0,54.0,K0374,90132.53,Nordrhein-Westfalen,False
50,45848.0,1.0,47.0,K0827,48780.22,Hessen,False
52,58625.0,1.0,46.0,K0664,113237.35,Sachsen,False
42,41463.0,1.0,43.0,K1004,74976.67,Baden-Württemberg,False
55,66624.0,1.0,36.0,K0234,94540.15,Hessen,False
66,95730.0,1.0,63.0,K0819,138765.11,Nordrhein-Westfalen,False
62,66385.0,1.0,45.0,K0936,110890.06,Hessen,False
30,28784.0,1.0,34.0,K0677,42416.07,Berlin,False
54,72215.0,1.0,42.0,K0318,117790.98,Sachsen,False
42,55975.0,0.0,38.0,K0649,80767.86,Nordrhein-Westfalen,False
45,60218.0,1.0,41.0,K0411,102902.04,Hamburg,False
40,40385.0,0.0,38.0,K1044,60570.44,Baden-Württemberg,False
63,58435.0,1.0,47.0,K0710,87561.26,Thüringen,False
51,40228.0,1.0,31.0,K0359,64816.33,Hessen,False
64,64196.0,1.0,48.0,K0259,107141.39,Bayern,False
56,81045.0,0.0,58.0,K0745,125101.5,Berlin,False
58,49747.0,1.0,48.0,K0628,77878.69,Hamburg,False
34,65070.0,1.0,57.0,K0633,98105.63,Hamburg,False
59,76842.0,0.0,47.0,K0283,94309.74,Baden-Württemberg,False
46,40684.0,1.0,36.0,K0377,66968.71,Niedersachsen,False
41,46713.0,1.0,40.0,K0385,49617.32,Bayern,False
40,50730.0,1.0,30.0,K0225,69432.02,Baden-Württemberg,False
61,59927.0,1.0,47.0,K1079,100903.48,Baden-Württemberg,False
51,47827.0,1.0,39.0,K0967,71298.43,Thüringen,False
54,60025.0,1.0,42.0,K0473,74740.62,Berlin,False
41,62740.0,0.0,52.0,K0348,91641.0,Niedersachsen,False
48,45333.0,1.0,40.0,K0506,65343.65,Hessen,False
30,41029.0,0.0,32.0,K0640,70761.65,Hessen,False
32,23753.0,0.0,22.0,K1099,40179.55,Bayern,False
46,51329.0,1.0,32.0,K0798,77922.3,Thüringen,False
42,48275.0,1.0,42.0,K0340,70990.88,Thüringen,False
65,60136.0,1.0,44.0,K0556,116989.74,Hessen,False
65,55071.0,1.0,41.0,K0620,90033.88,Niedersachsen,False
43,52541.0,0.0,36.0,K1020,79916.64,Hessen,False
62,79399.0,0.0,56.0,K0955,125617.3,Baden-Württemberg,False
54,64748.0,1.0,47.0,K0646,104496.28,Bayern,False
62,57795.0,0.0,38.0,K1008,85730.62,Niedersachsen,False
35,59218.0,0.0,33.0,K0557,89824.77,Berlin,False
60,71186.0,1.0,53.0,K0682,115349.19,Hessen,False
54,55199.0,1.0,59.0,K0578,64942.31,Baden-Württemberg,False
39,61809.0,1.0,44.0,K0796,80843.31,Nordrhein-Westfalen,False
53,61613.0,1.0,50.0,K0086,99068.03,Brandenburg,False
64,71112.0,1.0,55.0,K0243,121577.09,Hamburg,False
31,44046.0,1.0,31.0,K0699,51186.35,Thüringen,False
69,72349.0,1.0,61.0,K0839,103823.85,Baden-Württemberg,False
35,55716.0,1.0,25.0,K0160,63069.62,Sachsen,False
43,53186.0,1.0,43.0,K0525,93969.09,Hamburg,False
68,79182.0,1.0,48.0,K0036,125939.52,Baden-Württemberg,False
38,59079.0,1.0,56.0,K0541,92587.82,Berlin,False
70,95326.0,1.0,66.0,K0171,133593.66,Baden-Württemberg,False
50,48277.0,1.0,47.0,K0655,88936.09,Nordrhein-Westfalen,False
50,78249.0,1.0,55.0,K0749,114846.09,Nordrhein-Westfalen,False
69,59104.51301372704,1.0,65.0,K1021,125140.05,Bayern,True
69,77887.0,0.0,51.0,K1009,126098.91,Hessen,False
61,94363.0,1.0,50.0,K0485,137974.71,Bayern,False
60,61431.0,1.0,33.0,K0734,105250.41,Bayern,False
34,46252.0,0.0,39.0,K0900,62891.18,Berlin,False
57,60138.0,1.0,35.0,K0096,102300.93,Baden-Württemberg,False
48,57825.0,1.0,31.0,K0564,94299.04,Thüringen,False
38,35214.0,1.0,32.0,K0241,50205.8,Bayern,False
61,65648.0,0.0,51.0,K0743,100202.5,Berlin,False
49,60621.0,1.0,41.0,K0864,81988.0,Hessen,False
32,61059.0,0.0,47.0,K0575,81549.78,Nordrhein-Westfalen,False
59,60769.0,1.0,53.0,K0691,72785.83,Baden-Württemberg,False
37,60379.0,0.0,59.0,K0461,83542.5,Thüringen,False
38,51844.0,1.0,31.0,K0892,60596.45,Sachsen,False
54,71830.0,1.0,44.0,K0554,113981.18,Bayern,False
55,75123.0,1.0,55.0,K0858,97596.04,Nordrhein-Westfalen,False
30,29432.0,0.0,28.0,K1032,61522.97,Nordrhein-Westfalen,False
58,46940.0,0.0,36.0,K0207,78383.96,Baden-Württemberg,False
45,52953.0,1.0,36.0,K0393,69536.92,Brandenburg,False
57,68942.0,0.0,51.0,K0795,96688.41,Nordrhein-Westfalen,False
67,73602.0,1.0,56.0,K0871,124908.81,Nordrhein-Westfalen,False
32,58361.0,0.0,46.0,K0398,71055.84,Nordrhein-Westfalen,False
51,71583.0,0.0,59.0,K0767,99159.39,Baden-Württemberg,False
41,50856.0,1.0,42.0,K1010,87967.12,Nordrhein-Westfalen,False
70,73363.0,0.0,54.0,K0218,111223.31,Hamburg,False
50,56621.0,0.0,40.0,K0005,92898.67,Bayern,False
46,49781.0,0.0,48.0,K0769,73484.48,Hessen,False
40,43259.0,1.0,36.0,K0643,58493.0,Niedersachsen,False
58,67418.0,0.0,65.0,K0462,95613.26,Bayern,False
31,27160.0,0.0,26.0,K0943,40495.11,Bayern,False
65,60902.0,1.0,52.0,K0613,114790.5,Niedersachsen,False
69,67799.0,0.0,55.0,K0739,99345.38,Bayern,False
67,81679.0,0.0,57.0,K0961,124223.23,Bayern,False
67,74189.0,0.0,44.0,K0547,118596.14,Baden-Württemberg,False
60,70775.0,0.0,64.0,K0987,101574.15,Baden-Württemberg,False
34,52759.0,1.0,53.0,K0726,77110.67,Niedersachsen,False
58,68451.0,1.0,45.0,K1097,114851.71,Nordrhein-Westfalen,False
68,84609.0,1.0,54.0,K0684,123507.33,Baden-Württemberg,False
37,48532.0,0.0,32.0,K0099,68786.85,Hessen,False
49,69675.0,1.0,51.0,K0805,92342.53,Baden-Württemberg,False
35,24355.0,1.0,32.0,K0728,55167.61,Hessen,False
30,36552.0,0.0,21.0,K0574,51200.08,Baden-Württemberg,False
34,44113.0,1.0,34.0,K0407,69211.99,Sachsen,False
65,68189.0,0.0,36.0,K0503,97143.57,Nordrhein-Westfalen,False
64,77668.0,0.0,63.0,K0048,116246.65,Baden-Württemberg,False
36,24397.0,0.0,38.0,K0033,32833.88,Baden-Württemberg,False
37,44420.0,1.0,26.0,K0930,51519.02,Bayern,False
52,60063.0,1.0,31.0,K0780,109287.55,Niedersachsen,False
66,94518.0,0.0,62.0,K0840,119618.58,Thüringen,False
40,55005.0,1.0,47.0,K0201,76273.78,Berlin,False
44,43460.0,0.0,45.0,K0135,71339.81,Hessen,False
57,83306.0,1.0,53.0,K0028,112854.14,Sachsen,False
38,55278.0,1.0,46.0,K0041,95883.59,Baden-Württemberg,False
38,54775.0,1.0,40.0,K1018,75261.51,Hamburg,False
64,89881.0,0.0,55.0,K0231,120551.98,Hessen,False
41,57422.0,1.0,47.0,K0490,75053.42,Nordrhein-Westfalen,False
37,30511.0,0.0,29.0,K0773,63585.76,Niedersachsen,False
57,66962.0,1.0,47.0,K0379,103890.1,Sachsen,False
63,65128.0,1.0,42.0,K0289,111253.56,Berlin,False
66,80562.0,1.0,48.0,K0419,121433.27,Bayern,False
30,23168.0,1.0,23.0,K0392,38984.74,Thüringen,False
70,76112.0,1.0,60.0,K0593,107199.46,Sachsen,False
56,65663.0,1.0,55.0,K0648,107678.5,Hessen,False
52,77888.0,1.0,59.0,K0521,105968.69,Bayern,False
44,47332.0,0.0,36.0,K0065,84281.71,Baden-Württemberg,False
32,43022.0,1.0,36.0,K0015,50811.55,Sachsen,False
54,65610.0,1.0,59.0,K0493,78467.12,Berlin,False
55,69487.0,1.0,50.0,K0380,93455.52,Thüringen,False
55,76066.0,0.0,52.0,K0188,112809.53,Hamburg,False
56,76011.0,1.0,63.0,K0764,125585.18,Nordrhein-Westfalen,False
36,51478.0,1.0,32.0,K0217,90484.89,Bayern,False
44,52628.0,0.0,47.0,K0792,80768.14,Bayern,False
39,50202.0,1.0,30.0,K0879,86793.36,Bayern,False
54,58380.0,1.0,45.0,K0338,89265.3,Hessen,False
39,57156.0,1.0,39.0,K0720,77986.08,Baden-Württemberg,False
48,51210.0,1.0,29.0,K0296,64363.81,Bayern,False
60,57664.0,0.0,51.0,K1017,95386.14,Hessen,False
31,36628.0,0.0,33.0,K0456,58605.27,Berlin,False
69,77676.0,1.0,62.0,K0816,126864.71,Nordrhein-Westfalen,False
33,38152.0,0.0,26.0,K0270,68310.6,Baden-Württemberg,False
69,65252.0,1.0,42.0,K0996,105771.99,Berlin,False
45,49088.0,0.0,39.0,K0202,80749.79,Niedersachsen,False
56,66685.0,1.0,55.0,K0162,110938.59,Hessen,False
42,22279.0,1.0,20.0,K0730,61502.53,Sachsen,False
66,85534.0,1.0,59.0,K0402,122017.62,Sachsen,False
63,81261.0,1.0,48.0,K0703,109555.23,Bayern,False
32,26878.0,1.0,36.0,K0566,50126.6,Bayern,False
70,84074.0,1.0,57.0,K1022,144045.32,Baden-Württemberg,False
30,52514.0,1.0,27.0,K1026,76020.69,Niedersachsen,False
45,54276.0,1.0,43.0,K0206,88859.4,Baden-Württemberg,False
38,48364.0,1.0,35.0,K0035,85707.42,Bayern,False
51,69957.0,0.0,51.0,K0776,102053.63,Bayern,False
36,40554.0,1.0,24.0,K0509,68345.72,Baden-Württemberg,False
57,78835.0,1.0,55.0,K1091,112307.45,Baden-Württemberg,False
62,71666.0,1.0,59.0,K0092,107104.52,Thüringen,False
59,79283.0,1.0,59.0,K0898,105625.52,Berlin,False
68,61693.0,0.0,52.0,K0565,111218.49,Nordrhein-Westfalen,False
43,57981.0,0.0,55.0,K0777,96036.67,Niedersachsen,False
70,80732.0,1.0,52.0,K0242,116569.27,Baden-Württemberg,False
53,70398.0,0.0,48.0,K0014,102062.3,Sachsen,False
32,53135.0,1.0,53.0,K0316,81152.36,Baden-Württemberg,False
40,53679.0,1.0,41.0,K0601,77410.61,Berlin,False
63,82564.0,1.0,59.0,K0388,124742.75,Bayern,False
44,47834.0,1.0,44.0,K0167,69642.73,Berlin,False
65,62961.0,1.0,56.0,K0841,106364.96,Baden-Württemberg,False
31,27501.0,1.0,22.0,K0021,39695.86,Hessen,False
51,61555.0,0.0,36.0,K0647,101804.21,Hamburg,False
40,42128.0,1.0,40.0,K0832,78281.31,Niedersachsen,False
55,45218.0,1.0,34.0,K0563,69467.58,Berlin,False
48,43335.0,1.0,27.0,K1078,67948.2,Nordrhein-Westfalen,False
32,43583.0,0.0,37.0,K0687,75274.62,Baden-Württemberg,False
56,42003.0,0.0,43.0,K0958,84471.99,Hessen,False
35,41741.0,0.0,38.0,K0190,52271.78,Hamburg,False
65,79589.0,0.0,57.0,K0976,117896.45,Hessen,False
40,76423.0,0.0,51.0,K0700,101008.49,Bayern,False
43,59012.0,1.0,44.0,K0511,91000.76,Baden-Württemberg,False
59,59104.51301372704,0.0,46.0,K1083,92837.59,Baden-Württemberg,True
65,58270.0,1.0,38.0,K0475,85983.74,Berlin,False
37,57504.0,1.0,40.0,K0857,78406.83,Berlin,False
48,59014.0,1.0,48.0,K0748,97451.48,Bayern,False
65,70212.0,1.0,45.0,K0253,102160.74,Hessen,False
50,49026.0,0.0,36.0,K0022,79076.93,Berlin,False
55,61750.0,1.0,52.0,K0460,93666.44,Nordrhein-Westfalen,False
32,34846.0,0.0,25.0,K0277,48990.25,Baden-Württemberg,False
59,68568.0,0.0,41.0,K0956,95476.41,Baden-Württemberg,False
30,62318.0,1.0,50.0,K0386,93943.58,Hessen,False
54,84027.0,1.0,58.0,K0806,117270.4,Niedersachsen,False
30,29264.0,1.0,21.0,K0344,54886.03,Berlin,False
55,71467.0,1.0,59.0,K0770,89954.18,Hessen,False
59,68825.0,0.0,60.0,K0131,83303.72,Brandenburg,False
66,58457.0,1.0,35.0,K0872,79415.76,Bayern,False
46,46384.0,1.0,37.0,K0088,82034.0,Sachsen,False
69,96516.0,1.0,64.0,K0331,142208.17,Baden-Württemberg,False
70,69581.0,1.0,51.0,K0467,103751.58,Thüringen,False
38,48301.0,1.0,33.0,K0122,64230.98,Niedersachsen,False
67,63547.0,1.0,41.0,K1045,103123.57,Berlin,False
37,32686.0,1.0,36.0,K1096,49215.87,Baden-Württemberg,False
55,71240.0,1.0,49.0,K0861,106132.59,Bayern,False
